ram: set wl 32
ram: set size 64
ram: set size 4096
ram: set wl 32
ram: set size 32
ram: set wl 32
Profile Cycle            1778:             658 evals,              52 toggles,            5497 zeroes,             556 ones
Profile Cycle            1779:             644 evals,             104 toggles,            5439 zeroes,             476 ones
Profile Cycle            1780:             635 evals,              28 toggles,            5345 zeroes,             471 ones
Profile Cycle            1781:             615 evals,              17 toggles,            5325 zeroes,             475 ones
Profile Cycle            1782:             637 evals,              25 toggles,            5350 zeroes,             469 ones
Profile Cycle            1783:             653 evals,              56 toggles,            5453 zeroes,             504 ones
Profile Cycle            1784:             670 evals,             208 toggles,            5516 zeroes,             510 ones
Profile Cycle            1785:             659 evals,             283 toggles,            5548 zeroes,             611 ones
Profile Cycle            1786:             679 evals,             269 toggles,            5740 zeroes,             593 ones
Profile Cycle            1787:             634 evals,             354 toggles,            5561 zeroes,             747 ones
Profile Cycle            1788:             647 evals,             453 toggles,            5844 zeroes,             538 ones
[1788] 67 9
Profile Cycle            1789:             607 evals,             213 toggles,            5737 zeroes,             413 ones
Profile Cycle            1790:             621 evals,             177 toggles,            5741 zeroes,             426 ones
Profile Cycle            1791:             608 evals,             164 toggles,            5682 zeroes,             363 ones
Profile Cycle            1792:             669 evals,             118 toggles,            5635 zeroes,             359 ones
Profile Cycle            1793:             602 evals,             158 toggles,            5501 zeroes,             485 ones
Profile Cycle            1794:             658 evals,             140 toggles,            5431 zeroes,             532 ones
Profile Cycle            1795:             658 evals,              52 toggles,            5479 zeroes,             574 ones
Profile Cycle            1796:             644 evals,              81 toggles,            5403 zeroes,             512 ones
Profile Cycle            1797:             635 evals,              26 toggles,            5320 zeroes,             496 ones
Profile Cycle            1798:             636 evals,               8 toggles,            5324 zeroes,             493 ones
Profile Cycle            1799:             637 evals,              17 toggles,            5327 zeroes,             492 ones
Profile Cycle            1800:             653 evals,              41 toggles,            5441 zeroes,             516 ones
Profile Cycle            1801:             649 evals,             147 toggles,            5465 zeroes,             544 ones
Profile Cycle            1802:             621 evals,             276 toggles,            5693 zeroes,             477 ones
Profile Cycle            1803:             647 evals,             208 toggles,            5864 zeroes,             404 ones
Profile Cycle            1804:             669 evals,             115 toggles,            5621 zeroes,             373 ones
Profile Cycle            1805:             604 evals,             183 toggles,            5517 zeroes,             502 ones
Profile Cycle            1806:             658 evals,             140 toggles,            5471 zeroes,             492 ones
Profile Cycle            1807:             658 evals,              55 toggles,            5510 zeroes,             543 ones
Profile Cycle            1808:             644 evals,              94 toggles,            5443 zeroes,             472 ones
Profile Cycle            1809:             635 evals,              37 toggles,            5358 zeroes,             458 ones
Profile Cycle            1810:             636 evals,               8 toggles,            5362 zeroes,             455 ones
Profile Cycle            1811:             616 evals,              20 toggles,            5332 zeroes,             470 ones
Profile Cycle            1812:             653 evals,              70 toggles,            5465 zeroes,             492 ones
Profile Cycle            1813:             670 evals,             207 toggles,            5531 zeroes,             495 ones
Profile Cycle            1814:             659 evals,             253 toggles,            5599 zeroes,             560 ones
Profile Cycle            1815:             679 evals,             297 toggles,            5766 zeroes,             567 ones
Profile Cycle            1816:             634 evals,             318 toggles,            5646 zeroes,             662 ones
Profile Cycle            1817:             647 evals,             365 toggles,            5892 zeroes,             490 ones
[1817] 68 6
Profile Cycle            1818:             607 evals,             170 toggles,            5742 zeroes,             408 ones
Profile Cycle            1819:             621 evals,             157 toggles,            5741 zeroes,             426 ones
Profile Cycle            1820:             629 evals,             155 toggles,            5709 zeroes,             353 ones
Profile Cycle            1821:             648 evals,             107 toggles,            5615 zeroes,             362 ones
Profile Cycle            1822:             602 evals,             193 toggles,            5486 zeroes,             500 ones
Profile Cycle            1823:             658 evals,             164 toggles,            5424 zeroes,             539 ones
Profile Cycle            1824:             658 evals,              52 toggles,            5460 zeroes,             593 ones
Profile Cycle            1825:             644 evals,             101 toggles,            5399 zeroes,             516 ones
Profile Cycle            1826:             635 evals,              24 toggles,            5313 zeroes,             503 ones
Profile Cycle            1827:             636 evals,              11 toggles,            5320 zeroes,             497 ones
Profile Cycle            1828:             637 evals,               8 toggles,            5314 zeroes,             505 ones
Profile Cycle            1829:             653 evals,              50 toggles,            5437 zeroes,             520 ones
Profile Cycle            1830:             670 evals,             147 toggles,            5503 zeroes,             523 ones
Profile Cycle            1831:             600 evals,             252 toggles,            5635 zeroes,             518 ones
Profile Cycle            1832:             647 evals,             254 toggles,            5829 zeroes,             439 ones
Profile Cycle            1833:             669 evals,             125 toggles,            5602 zeroes,             392 ones
Profile Cycle            1834:             604 evals,             196 toggles,            5465 zeroes,             554 ones
Profile Cycle            1835:             658 evals,             166 toggles,            5431 zeroes,             532 ones
Profile Cycle            1836:             658 evals,              58 toggles,            5461 zeroes,             592 ones
Profile Cycle            1837:             644 evals,             110 toggles,            5406 zeroes,             509 ones
Profile Cycle            1838:             635 evals,              25 toggles,            5320 zeroes,             496 ones
Profile Cycle            1839:             636 evals,              17 toggles,            5333 zeroes,             484 ones
Profile Cycle            1840:             637 evals,               8 toggles,            5327 zeroes,             492 ones
Profile Cycle            1841:             632 evals,              52 toggles,            5417 zeroes,             523 ones
Profile Cycle            1842:             670 evals,             218 toggles,            5547 zeroes,             479 ones
Profile Cycle            1843:             659 evals,             226 toggles,            5578 zeroes,             581 ones
Profile Cycle            1844:             679 evals,             207 toggles,            5777 zeroes,             556 ones
Profile Cycle            1845:             634 evals,             312 toggles,            5562 zeroes,             746 ones
Profile Cycle            1846:             647 evals,             424 toggles,            5858 zeroes,             524 ones
[1846] 69 4
Profile Cycle            1847:             607 evals,             197 toggles,            5748 zeroes,             402 ones
Profile Cycle            1848:             621 evals,             139 toggles,            5715 zeroes,             452 ones
Profile Cycle            1849:             629 evals,             165 toggles,            5700 zeroes,             362 ones
Profile Cycle            1850:             669 evals,              98 toggles,            5633 zeroes,             361 ones
Profile Cycle            1851:             581 evals,             187 toggles,            5446 zeroes,             523 ones
Profile Cycle            1852:             658 evals,             271 toggles,            5588 zeroes,             375 ones
Profile Cycle            1853:             658 evals,              55 toggles,            5627 zeroes,             426 ones
Profile Cycle            1854:             644 evals,              94 toggles,            5560 zeroes,             355 ones
Profile Cycle            1855:             635 evals,              30 toggles,            5480 zeroes,             336 ones
Profile Cycle            1856:             636 evals,               8 toggles,            5484 zeroes,             333 ones
Profile Cycle            1857:             637 evals,              11 toggles,            5481 zeroes,             338 ones
Profile Cycle            1858:             653 evals,              41 toggles,            5595 zeroes,             362 ones
Profile Cycle            1859:             670 evals,             156 toggles,            5670 zeroes,             356 ones
Profile Cycle            1860:             621 evals,             235 toggles,            5856 zeroes,             314 ones
Profile Cycle            1861:             626 evals,             221 toggles,            6003 zeroes,             248 ones
Profile Cycle            1862:             669 evals,             133 toggles,            5781 zeroes,             213 ones
Profile Cycle            1863:             604 evals,             153 toggles,            5695 zeroes,             324 ones
Profile Cycle            1864:             658 evals,             122 toggles,            5643 zeroes,             320 ones
Profile Cycle            1865:             658 evals,              52 toggles,            5691 zeroes,             362 ones
Profile Cycle            1866:             644 evals,              83 toggles,            5615 zeroes,             300 ones
Profile Cycle            1867:             635 evals,              28 toggles,            5528 zeroes,             288 ones
Profile Cycle            1868:             636 evals,               8 toggles,            5532 zeroes,             285 ones
Profile Cycle            1869:             637 evals,              17 toggles,            5535 zeroes,             284 ones
Profile Cycle            1870:             653 evals,              45 toggles,            5642 zeroes,             315 ones
Profile Cycle            1871:             649 evals,             198 toggles,            5675 zeroes,             334 ones
Profile Cycle            1872:             659 evals,             258 toggles,            5748 zeroes,             411 ones
Profile Cycle            1873:             679 evals,             248 toggles,            5911 zeroes,             422 ones
Profile Cycle            1874:             634 evals,             355 toggles,            5740 zeroes,             568 ones
Profile Cycle            1875:             647 evals,             387 toggles,            6009 zeroes,             373 ones
[1875] 70 3
Profile Cycle            1876:             607 evals,             168 toggles,            5875 zeroes,             275 ones
Profile Cycle            1877:             621 evals,             146 toggles,            5848 zeroes,             319 ones
Profile Cycle            1878:             629 evals,             169 toggles,            5838 zeroes,             224 ones
Profile Cycle            1879:             669 evals,             108 toggles,            5780 zeroes,             214 ones
Profile Cycle            1880:             602 evals,             203 toggles,            5591 zeroes,             395 ones
Profile Cycle            1881:             637 evals,             176 toggles,            5504 zeroes,             442 ones
Profile Cycle            1882:             658 evals,              83 toggles,            5580 zeroes,             473 ones
Profile Cycle            1883:             644 evals,             113 toggles,            5525 zeroes,             390 ones
Profile Cycle            1884:             635 evals,              23 toggles,            5443 zeroes,             373 ones
Profile Cycle            1885:             636 evals,              14 toggles,            5453 zeroes,             364 ones
Profile Cycle            1886:             637 evals,               8 toggles,            5447 zeroes,             372 ones
Profile Cycle            1887:             653 evals,              41 toggles,            5571 zeroes,             386 ones
Profile Cycle            1888:             670 evals,             150 toggles,            5667 zeroes,             359 ones
Profile Cycle            1889:             621 evals,             241 toggles,            5819 zeroes,             351 ones
Profile Cycle            1890:             647 evals,             232 toggles,            6003 zeroes,             265 ones
Profile Cycle            1891:             648 evals,             127 toggles,            5733 zeroes,             244 ones
Profile Cycle            1892:             604 evals,             192 toggles,            5656 zeroes,             363 ones
Profile Cycle            1893:             658 evals,             145 toggles,            5613 zeroes,             350 ones
Profile Cycle            1894:             658 evals,              52 toggles,            5649 zeroes,             404 ones
Profile Cycle            1895:             644 evals,             102 toggles,            5588 zeroes,             327 ones
Profile Cycle            1896:             635 evals,              28 toggles,            5494 zeroes,             322 ones
Profile Cycle            1897:             636 evals,              11 toggles,            5501 zeroes,             316 ones
Profile Cycle            1898:             637 evals,               8 toggles,            5495 zeroes,             324 ones
Profile Cycle            1899:             653 evals,              61 toggles,            5604 zeroes,             353 ones
Profile Cycle            1900:             670 evals,             206 toggles,            5667 zeroes,             359 ones
Profile Cycle            1901:             638 evals,             243 toggles,            5710 zeroes,             432 ones
Profile Cycle            1902:             679 evals,             273 toggles,            5927 zeroes,             406 ones
Profile Cycle            1903:             634 evals,             325 toggles,            5726 zeroes,             582 ones
Profile Cycle            1904:             647 evals,             427 toggles,            6022 zeroes,             360 ones
[1904] 71 2
Profile Cycle            1905:             607 evals,             200 toggles,            5913 zeroes,             237 ones
Profile Cycle            1906:             621 evals,             168 toggles,            5894 zeroes,             273 ones
Profile Cycle            1907:             629 evals,             153 toggles,            5867 zeroes,             195 ones
Profile Cycle            1908:             669 evals,              97 toggles,            5800 zeroes,             194 ones
Profile Cycle            1909:             602 evals,             165 toggles,            5669 zeroes,             317 ones
Profile Cycle            1910:             658 evals,             140 toggles,            5599 zeroes,             364 ones
Profile Cycle            1911:             637 evals,              73 toggles,            5626 zeroes,             410 ones
Profile Cycle            1912:             644 evals,             104 toggles,            5578 zeroes,             337 ones
Profile Cycle            1913:             635 evals,              24 toggles,            5499 zeroes,             317 ones
Profile Cycle            1914:             636 evals,               8 toggles,            5503 zeroes,             314 ones
Profile Cycle            1915:             637 evals,              14 toggles,            5503 zeroes,             316 ones
Profile Cycle            1916:             653 evals,              35 toggles,            5624 zeroes,             333 ones
Profile Cycle            1917:             670 evals,             129 toggles,            5687 zeroes,             339 ones
Profile Cycle            1918:             621 evals,             223 toggles,            5843 zeroes,             327 ones
Profile Cycle            1919:             647 evals,             214 toggles,            6020 zeroes,             248 ones
Profile Cycle            1920:             669 evals,             115 toggles,            5777 zeroes,             217 ones
Profile Cycle            1921:             583 evals,             186 toggles,            5649 zeroes,             353 ones
Profile Cycle            1922:             658 evals,             257 toggles,            5478 zeroes,             485 ones
Profile Cycle            1923:             658 evals,              55 toggles,            5517 zeroes,             536 ones
Profile Cycle            1924:             644 evals,              94 toggles,            5450 zeroes,             465 ones
Profile Cycle            1925:             635 evals,              30 toggles,            5370 zeroes,             446 ones
Profile Cycle            1926:             636 evals,               8 toggles,            5374 zeroes,             443 ones
Profile Cycle            1927:             637 evals,              11 toggles,            5371 zeroes,             448 ones
Profile Cycle            1928:             653 evals,              40 toggles,            5485 zeroes,             472 ones
Profile Cycle            1929:             670 evals,             191 toggles,            5581 zeroes,             445 ones
Profile Cycle            1930:             659 evals,             190 toggles,            5639 zeroes,             520 ones
Profile Cycle            1931:             658 evals,             245 toggles,            5776 zeroes,             540 ones
Profile Cycle            1932:             634 evals,             371 toggles,            5561 zeroes,             747 ones
Profile Cycle            1933:             647 evals,             498 toggles,            5877 zeroes,             505 ones
[1933] 72 1
Profile Cycle            1934:             607 evals,             228 toggles,            5775 zeroes,             375 ones
Profile Cycle            1935:             621 evals,             149 toggles,            5751 zeroes,             416 ones
Profile Cycle            1936:             629 evals,             152 toggles,            5719 zeroes,             343 ones
Profile Cycle            1937:             669 evals,             101 toggles,            5655 zeroes,             339 ones
Profile Cycle            1938:             602 evals,             177 toggles,            5489 zeroes,             497 ones
Profile Cycle            1939:             658 evals,             170 toggles,            5433 zeroes,             530 ones
Profile Cycle            1940:             658 evals,              52 toggles,            5469 zeroes,             584 ones
Profile Cycle            1941:             623 evals,             104 toggles,            5381 zeroes,             517 ones
Profile Cycle            1942:             635 evals,              35 toggles,            5333 zeroes,             483 ones
Profile Cycle            1943:             636 evals,              11 toggles,            5340 zeroes,             477 ones
Profile Cycle            1944:             637 evals,               8 toggles,            5334 zeroes,             485 ones
Profile Cycle            1945:             653 evals,              41 toggles,            5461 zeroes,             496 ones
Profile Cycle            1946:             670 evals,             135 toggles,            5539 zeroes,             487 ones
Profile Cycle            1947:             621 evals,             234 toggles,            5672 zeroes,             498 ones
Profile Cycle            1948:             647 evals,             227 toggles,            5850 zeroes,             418 ones
Profile Cycle            1949:             669 evals,             131 toggles,            5629 zeroes,             365 ones
Profile Cycle            1950:             604 evals,             188 toggles,            5486 zeroes,             533 ones
Profile Cycle            1951:             637 evals,             175 toggles,            5428 zeroes,             518 ones
Profile Cycle            1952:             658 evals,              83 toggles,            5481 zeroes,             572 ones
Profile Cycle            1953:             644 evals,             110 toggles,            5426 zeroes,             489 ones
Profile Cycle            1954:             635 evals,              27 toggles,            5336 zeroes,             480 ones
Profile Cycle            1955:             636 evals,              14 toggles,            5346 zeroes,             471 ones
Profile Cycle            1956:             637 evals,               8 toggles,            5340 zeroes,             479 ones
Profile Cycle            1957:             653 evals,              51 toggles,            5450 zeroes,             507 ones
Profile Cycle            1958:             670 evals,             207 toggles,            5543 zeroes,             483 ones
Profile Cycle            1959:             659 evals,             224 toggles,            5605 zeroes,             554 ones
Profile Cycle            1960:             679 evals,             248 toggles,            5789 zeroes,             544 ones
Profile Cycle            1961:             613 evals,             285 toggles,            5671 zeroes,             620 ones
Profile Cycle            1962:             647 evals,             303 toggles,            5929 zeroes,             453 ones
[1962] 73 1
Profile Cycle            1963:             607 evals,             145 toggles,            5765 zeroes,             385 ones
Profile Cycle            1964:             621 evals,             165 toggles,            5732 zeroes,             435 ones
Profile Cycle            1965:             629 evals,             162 toggles,            5714 zeroes,             348 ones
Profile Cycle            1966:             669 evals,              98 toggles,            5647 zeroes,             347 ones
Profile Cycle            1967:             602 evals,             177 toggles,            5484 zeroes,             502 ones
Profile Cycle            1968:             658 evals,             144 toggles,            5419 zeroes,             544 ones
Profile Cycle            1969:             658 evals,              61 toggles,            5464 zeroes,             589 ones
Profile Cycle            1970:             644 evals,              94 toggles,            5397 zeroes,             518 ones
Profile Cycle            1971:             614 evals,              34 toggles,            5294 zeroes,             505 ones
Profile Cycle            1972:             636 evals,              31 toggles,            5334 zeroes,             483 ones
Profile Cycle            1973:             637 evals,              11 toggles,            5331 zeroes,             488 ones
Profile Cycle            1974:             653 evals,              36 toggles,            5452 zeroes,             505 ones
Profile Cycle            1975:             670 evals,             143 toggles,            5536 zeroes,             490 ones
Profile Cycle            1976:             621 evals,             230 toggles,            5684 zeroes,             486 ones
Profile Cycle            1977:             647 evals,             219 toggles,            5863 zeroes,             405 ones
Profile Cycle            1978:             669 evals,             115 toggles,            5620 zeroes,             374 ones
Profile Cycle            1979:             604 evals,             182 toggles,            5516 zeroes,             503 ones
Profile Cycle            1980:             658 evals,             141 toggles,            5470 zeroes,             493 ones
Profile Cycle            1981:             637 evals,              61 toggles,            5482 zeroes,             554 ones
Profile Cycle            1982:             644 evals,             112 toggles,            5434 zeroes,             481 ones
Profile Cycle            1983:             635 evals,              29 toggles,            5347 zeroes,             469 ones
Profile Cycle            1984:             636 evals,               8 toggles,            5351 zeroes,             466 ones
Profile Cycle            1985:             637 evals,              14 toggles,            5351 zeroes,             468 ones
Profile Cycle            1986:             653 evals,              46 toggles,            5458 zeroes,             499 ones
Profile Cycle            1987:             670 evals,             197 toggles,            5536 zeroes,             490 ones
Profile Cycle            1988:             659 evals,             206 toggles,            5614 zeroes,             545 ones
Profile Cycle            1989:             679 evals,             240 toggles,            5804 zeroes,             529 ones
Profile Cycle            1990:             634 evals,             264 toggles,            5651 zeroes,             657 ones
Profile Cycle            1991:             626 evals,             381 toggles,            5882 zeroes,             483 ones
[1991] 74 1
Profile Cycle            1992:             607 evals,             216 toggles,            5788 zeroes,             362 ones
Profile Cycle            1993:             621 evals,             167 toggles,            5741 zeroes,             426 ones
Profile Cycle            1994:             629 evals,             166 toggles,            5731 zeroes,             331 ones
Profile Cycle            1995:             669 evals,             105 toggles,            5670 zeroes,             324 ones
Profile Cycle            1996:             602 evals,             194 toggles,            5478 zeroes,             508 ones
Profile Cycle            1997:             658 evals,             169 toggles,            5421 zeroes,             542 ones
Profile Cycle            1998:             658 evals,              58 toggles,            5451 zeroes,             602 ones
Profile Cycle            1999:             644 evals,             118 toggles,            5402 zeroes,             513 ones
Profile Cycle            2000:             635 evals,              23 toggles,            5320 zeroes,             496 ones
Profile Cycle            2001:             615 evals,              17 toggles,            5303 zeroes,             497 ones
Profile Cycle            2002:             637 evals,              21 toggles,            5319 zeroes,             500 ones
Profile Cycle            2003:             653 evals,              41 toggles,            5443 zeroes,             514 ones
Profile Cycle            2004:             670 evals,             150 toggles,            5539 zeroes,             487 ones
Profile Cycle            2005:             621 evals,             242 toggles,            5667 zeroes,             503 ones
Profile Cycle            2006:             647 evals,             237 toggles,            5853 zeroes,             415 ones
Profile Cycle            2007:             669 evals,             125 toggles,            5626 zeroes,             368 ones
Profile Cycle            2008:             604 evals,             192 toggles,            5486 zeroes,             533 ones
Profile Cycle            2009:             658 evals,             170 toggles,            5455 zeroes,             508 ones
Profile Cycle            2010:             658 evals,              58 toggles,            5485 zeroes,             568 ones
Profile Cycle            2011:             623 evals,             120 toggles,            5406 zeroes,             492 ones
Profile Cycle            2012:             635 evals,              48 toggles,            5344 zeroes,             472 ones
Profile Cycle            2013:             636 evals,              11 toggles,            5351 zeroes,             466 ones
Profile Cycle            2014:             637 evals,               8 toggles,            5345 zeroes,             474 ones
Profile Cycle            2015:             653 evals,              48 toggles,            5465 zeroes,             492 ones
Profile Cycle            2016:             670 evals,             195 toggles,            5570 zeroes,             456 ones
Profile Cycle            2017:             659 evals,             176 toggles,            5656 zeroes,             503 ones
Profile Cycle            2018:             679 evals,             208 toggles,            5826 zeroes,             507 ones
Profile Cycle            2019:             634 evals,             267 toggles,            5668 zeroes,             640 ones
Profile Cycle            2020:             647 evals,             364 toggles,            5917 zeroes,             465 ones
[2020] 75 1
Profile Cycle            2021:             586 evals,             185 toggles,            5742 zeroes,             391 ones
Profile Cycle            2022:             621 evals,             202 toggles,            5737 zeroes,             430 ones
Profile Cycle            2023:             629 evals,             163 toggles,            5724 zeroes,             338 ones
Profile Cycle            2024:             669 evals,              98 toggles,            5657 zeroes,             337 ones
Profile Cycle            2025:             602 evals,             177 toggles,            5497 zeroes,             489 ones
Profile Cycle            2026:             658 evals,             144 toggles,            5432 zeroes,             531 ones
Profile Cycle            2027:             658 evals,              55 toggles,            5471 zeroes,             582 ones
Profile Cycle            2028:             644 evals,              94 toggles,            5404 zeroes,             511 ones
Profile Cycle            2029:             635 evals,              31 toggles,            5331 zeroes,             485 ones
Profile Cycle            2030:             636 evals,               8 toggles,            5335 zeroes,             482 ones
Profile Cycle            2031:             616 evals,              23 toggles,            5308 zeroes,             494 ones
Profile Cycle            2032:             653 evals,              64 toggles,            5473 zeroes,             484 ones
Profile Cycle            2033:             670 evals,             138 toggles,            5554 zeroes,             472 ones
Profile Cycle            2034:             621 evals,             241 toggles,            5684 zeroes,             486 ones
Profile Cycle            2035:             647 evals,             226 toggles,            5868 zeroes,             400 ones
Profile Cycle            2036:             669 evals,             122 toggles,            5638 zeroes,             356 ones
Profile Cycle            2037:             604 evals,             191 toggles,            5498 zeroes,             521 ones
Profile Cycle            2038:             658 evals,             160 toggles,            5458 zeroes,             505 ones
Profile Cycle            2039:             658 evals,              67 toggles,            5497 zeroes,             556 ones
Profile Cycle            2040:             644 evals,             107 toggles,            5439 zeroes,             476 ones
Profile Cycle            2041:             614 evals,              34 toggles,            5329 zeroes,             470 ones
Profile Cycle            2042:             636 evals,              25 toggles,            5352 zeroes,             465 ones
Profile Cycle            2043:             637 evals,              11 toggles,            5349 zeroes,             470 ones
Profile Cycle            2044:             653 evals,              42 toggles,            5463 zeroes,             494 ones
Profile Cycle            2045:             670 evals,             201 toggles,            5574 zeroes,             452 ones
Profile Cycle            2046:             659 evals,             164 toggles,            5657 zeroes,             502 ones
Profile Cycle            2047:             679 evals,             173 toggles,            5848 zeroes,             485 ones
Profile Cycle            2048:             634 evals,             196 toggles,            5749 zeroes,             559 ones
Profile Cycle            2049:             647 evals,             273 toggles,            5960 zeroes,             422 ones
[2049] 76 1
Profile Cycle            2050:             607 evals,             144 toggles,            5775 zeroes,             375 ones
Profile Cycle            2051:             600 evals,             176 toggles,            5701 zeroes,             449 ones
Profile Cycle            2052:             629 evals,             193 toggles,            5712 zeroes,             350 ones
Profile Cycle            2053:             669 evals,             102 toggles,            5648 zeroes,             346 ones
Profile Cycle            2054:             602 evals,             195 toggles,            5456 zeroes,             530 ones
Profile Cycle            2055:             658 evals,             171 toggles,            5402 zeroes,             561 ones
Profile Cycle            2056:             658 evals,              58 toggles,            5432 zeroes,             621 ones
Profile Cycle            2057:             644 evals,             111 toggles,            5377 zeroes,             538 ones
Profile Cycle            2058:             635 evals,              23 toggles,            5295 zeroes,             521 ones
Profile Cycle            2059:             636 evals,              17 toggles,            5308 zeroes,             509 ones
Profile Cycle            2060:             637 evals,               8 toggles,            5302 zeroes,             517 ones
Profile Cycle            2061:             632 evals,              46 toggles,            5396 zeroes,             544 ones
Profile Cycle            2062:             670 evals,             177 toggles,            5544 zeroes,             482 ones
Profile Cycle            2063:             621 evals,             250 toggles,            5651 zeroes,             519 ones
Profile Cycle            2064:             647 evals,             242 toggles,            5839 zeroes,             429 ones
Profile Cycle            2065:             669 evals,             135 toggles,            5628 zeroes,             366 ones
Profile Cycle            2066:             604 evals,             207 toggles,            5458 zeroes,             561 ones
Profile Cycle            2067:             658 evals,             183 toggles,            5427 zeroes,             536 ones
Profile Cycle            2068:             658 evals,              64 toggles,            5451 zeroes,             602 ones
Profile Cycle            2069:             644 evals,             129 toggles,            5411 zeroes,             504 ones
Profile Cycle            2070:             635 evals,              26 toggles,            5325 zeroes,             491 ones
Profile Cycle            2071:             615 evals,              29 toggles,            5311 zeroes,             489 ones
Profile Cycle            2072:             637 evals,              37 toggles,            5344 zeroes,             475 ones
Profile Cycle            2073:             653 evals,              47 toggles,            5461 zeroes,             496 ones
Profile Cycle            2074:             670 evals,             208 toggles,            5584 zeroes,             442 ones
Profile Cycle            2075:             659 evals,             170 toggles,            5698 zeroes,             461 ones
Profile Cycle            2076:             679 evals,             231 toggles,            5829 zeroes,             504 ones
Profile Cycle            2077:             634 evals,             346 toggles,            5593 zeroes,             715 ones
Profile Cycle            2078:             647 evals,             443 toggles,            5909 zeroes,             473 ones
[2078] 77 0
Profile Cycle            2079:             607 evals,             210 toggles,            5806 zeroes,             344 ones
Profile Cycle            2080:             621 evals,             181 toggles,            5733 zeroes,             434 ones
Profile Cycle            2081:             608 evals,             176 toggles,            5710 zeroes,             335 ones
Profile Cycle            2082:             669 evals,             124 toggles,            5647 zeroes,             347 ones
Profile Cycle            2083:             602 evals,             198 toggles,            5458 zeroes,             528 ones
Profile Cycle            2084:             658 evals,             148 toggles,            5398 zeroes,             565 ones
Profile Cycle            2085:             658 evals,              64 toggles,            5434 zeroes,             619 ones
Profile Cycle            2086:             644 evals,             107 toggles,            5376 zeroes,             539 ones
Profile Cycle            2087:             635 evals,              26 toggles,            5297 zeroes,             519 ones
Profile Cycle            2088:             636 evals,               8 toggles,            5301 zeroes,             516 ones
Profile Cycle            2089:             637 evals,              17 toggles,            5304 zeroes,             515 ones
Profile Cycle            2090:             653 evals,              37 toggles,            5425 zeroes,             532 ones
Profile Cycle            2091:             649 evals,             160 toggles,            5500 zeroes,             509 ones
Profile Cycle            2092:             621 evals,             248 toggles,            5697 zeroes,             473 ones
Profile Cycle            2093:             647 evals,             226 toggles,            5882 zeroes,             386 ones
Profile Cycle            2094:             669 evals,             108 toggles,            5626 zeroes,             368 ones
Profile Cycle            2095:             604 evals,             156 toggles,            5543 zeroes,             476 ones
Profile Cycle            2096:             658 evals,             123 toggles,            5491 zeroes,             472 ones
Profile Cycle            2097:             658 evals,              49 toggles,            5536 zeroes,             517 ones
Profile Cycle            2098:             644 evals,              84 toggles,            5460 zeroes,             455 ones
Profile Cycle            2099:             635 evals,              32 toggles,            5383 zeroes,             433 ones
Profile Cycle            2100:             636 evals,               8 toggles,            5387 zeroes,             430 ones
Profile Cycle            2101:             616 evals,              17 toggles,            5357 zeroes,             445 ones
Profile Cycle            2102:             653 evals,              55 toggles,            5502 zeroes,             455 ones
Profile Cycle            2103:             670 evals,             172 toggles,            5574 zeroes,             452 ones
Profile Cycle            2104:             659 evals,             189 toggles,            5632 zeroes,             527 ones
Profile Cycle            2105:             679 evals,             189 toggles,            5829 zeroes,             504 ones
Profile Cycle            2106:             634 evals,             247 toggles,            5663 zeroes,             645 ones
Profile Cycle            2107:             647 evals,             347 toggles,            5935 zeroes,             447 ones
[2107] 78 0
Profile Cycle            2108:             607 evals,             169 toggles,            5787 zeroes,             363 ones
Profile Cycle            2109:             621 evals,             199 toggles,            5706 zeroes,             461 ones
Profile Cycle            2110:             629 evals,             177 toggles,            5718 zeroes,             344 ones
Profile Cycle            2111:             648 evals,             115 toggles,            5630 zeroes,             347 ones
Profile Cycle            2112:             602 evals,             241 toggles,            5432 zeroes,             554 ones
Profile Cycle            2113:             658 evals,             175 toggles,            5380 zeroes,             583 ones
Profile Cycle            2114:             658 evals,              64 toggles,            5404 zeroes,             649 ones
Profile Cycle            2115:             644 evals,             130 toggles,            5361 zeroes,             554 ones
Profile Cycle            2116:             635 evals,              24 toggles,            5279 zeroes,             537 ones
Profile Cycle            2117:             636 evals,              11 toggles,            5286 zeroes,             531 ones
Profile Cycle            2118:             637 evals,               8 toggles,            5280 zeroes,             539 ones
Profile Cycle            2119:             653 evals,              48 toggles,            5410 zeroes,             547 ones
Profile Cycle            2120:             670 evals,             161 toggles,            5524 zeroes,             502 ones
Profile Cycle            2121:             600 evals,             246 toggles,            5629 zeroes,             524 ones
Profile Cycle            2122:             647 evals,             271 toggles,            5870 zeroes,             398 ones
Profile Cycle            2123:             669 evals,             118 toggles,            5630 zeroes,             364 ones
Profile Cycle            2124:             604 evals,             169 toggles,            5514 zeroes,             505 ones
Profile Cycle            2125:             658 evals,             149 toggles,            5474 zeroes,             489 ones
Profile Cycle            2126:             658 evals,              52 toggles,            5510 zeroes,             543 ones
Profile Cycle            2127:             644 evals,             100 toggles,            5446 zeroes,             469 ones
Profile Cycle            2128:             635 evals,              24 toggles,            5360 zeroes,             456 ones
Profile Cycle            2129:             636 evals,              17 toggles,            5373 zeroes,             444 ones
Profile Cycle            2130:             637 evals,               8 toggles,            5367 zeroes,             452 ones
Profile Cycle            2131:             632 evals,              52 toggles,            5457 zeroes,             483 ones
